Published,Snippet,Lead Paragraph,Main Headline,Print Headline,Seo Headline
2019-04-02T19:19:28+0000,"As Dallas routed the Philadelphia 76ers and Kristaps Porzingis cheered his new team, an investigation of a rape claim against the former Knick proceeded in New York.","As Dallas routed the Philadelphia 76ers and Kristaps Porzingis cheered his new team, an investigation of a rape claim against the former Knick proceeded in New York.","Porzingis and Mavericks Project Business as Usual, Even if It Isn’t","Porzingis and Mavericks  Project Business as Usual,  Even if It Isn’t",
2019-01-25T08:24:02+0000,Companies and trade groups had implored British leaders to give them reassurances and information. They say they can’t wait any longer.,Companies and trade groups had implored British leaders to give them reassurances and information. They say they can’t wait any longer.,Businesses Are Taking Action After Brexit Warnings Go Unheeded,Businesses Take Action Amid Brexit Turmoil,
2019-03-12T19:56:02+0000,The decision to give up a baby years ago resurfaces for a couple in Sofia Alvarez’s play at Theaterlab.,The decision to give up a baby years ago resurfaces for a couple in Sofia Alvarez’s play at Theaterlab.,"Review: In ‘Nylon,’ Unfinished Business After the Breakup",A Breakup’s Unfinished Business,
2019-01-11T21:03:16+0000,Carmakers say they will idle their factories to ward off supply chain problems and the police have advised retailers to increase their security.,Carmakers say they will idle their factories to ward off supply chain problems and the police have advised retailers to increase their security.,U.K. Businesses Sound the Alarm While Planning for a No-Deal Brexit,Skittish Businesses Plan for No-Deal Brexit,
2019-03-29T22:10:49+0000,How to attain smart-product success,How to attain smart-product success,Want to Reinvent Your Business? Start With Your Products,,
2019-03-25T17:53:49+0000,tk,tk,How to Grow Your Business,,
2019-03-16T17:31:50+0000,"Plus, Facebook sheds two top executives and gains a criminal investigation.","Plus, Facebook sheds two top executives and gains a criminal investigation.",The Week in Business: Boeing’s Big Mess and Brexit’s Next Steps,The Week in Business: Boeing’s Big Mess and Brexit’s Next Steps,
2019-02-06T11:17:49+0000,"President Trump defended his economic record, and was eager to keep up pressure on China.","President Trump defended his economic record, and was eager to keep up pressure on China.",DealBook Briefing: What the State of the Union Means for Business,DealBook Briefing: What the State of the Union Means for Business,
2019-03-22T07:00:04+0000,"After a stint in federal prison, the former McKinsey chief and Goldman Sachs director maintains he is innocent — and is trying to repair his reputation.","After a stint in federal prison, the former McKinsey chief and Goldman Sachs director maintains he is innocent — and is trying to repair his reputation.",Rajat Gupta Is Unrepentant for His Crimes,A Business Pariah Wants to Be Understood,
2019-03-30T16:46:12+0000,"Plus, Apple makes TV shows now, and China trade talks pick up steam.","Plus, Apple makes TV shows now, and China trade talks pick up steam.","The Week in Business: The Sackler Family Gets Sued, and Theresa May’s Darkest Hour","The Week in Business: The Sackler Family Gets Sued, and Theresa May’s Darkest Hour",
2019-02-28T11:54:19+0000,Testimony from the president’s former personal lawyer painted an unflattering picture of how the Trump Organization has been operated.,Testimony from the president’s former personal lawyer painted an unflattering picture of how the Trump Organization has been operated.,DealBook Briefing: Cohen Trashes Trump’s Business Image,DealBook Briefing: Cohen Trashes Trump’s Business Image,
2019-02-22T22:08:42+0000,"President Trump’s former lawyer, Michael D. Cohen, discussed possible irregularities at the Trump Organization. He wants a reduced prison sentence.","President Trump’s former lawyer, Michael D. Cohen, discussed possible irregularities at the Trump Organization. He wants a reduced prison sentence.",Cohen Gave Prosecutors New Information on the Trump Family Business,Cohen Offers New Information On the Trump Family Business ,
2019-02-27T20:40:33+0000,"Fashion’s favorite florist learned her trade at Tom Ford, watching all the bouquets go by.","Fashion’s favorite florist learned her trade at Tom Ford, watching all the bouquets go by.",The Flower Disrupter,"With Big Thoughts, Her Business Blooms",
2019-02-02T17:23:17+0000,The U.S. Chamber of Commerce revamps its political scoring system as frustrated business groups try to foster more across-the-aisle solutions.,The U.S. Chamber of Commerce revamps its political scoring system as frustrated business groups try to foster more across-the-aisle solutions.,Chamber of Commerce Decides Bipartisanship Is Good Business,Chamber of Commerce Decides Bipartisanship Is Good Business,
2019-03-22T05:03:09+0000,"The French house Chaumet had a customer order a jeweled headpiece to wear at sales meetings, “like an empress,” its chief executive said.","The French house Chaumet had a customer order a jeweled headpiece to wear at sales meetings, “like an empress,” its chief executive said.","Tiaras, for a Ball or Business Meeting",Tiaras for work as well as play,
2019-03-22T21:04:09+0000,"Here’s your weekly smorgasbord of all the tech and business news you missed, plus what you should know heading into Monday.","Here’s your weekly smorgasbord of all the tech and business news you missed, plus what you should know heading into Monday.","The Week in Business: Boeing Plays It Safe, and Lyft Kicks Off Tech I.P.O.s","The Week in Business: Boeing Plays It Safe, and Lyft Kicks Off Tech I.P.O.s",
2019-03-02T20:03:35+0000,"Plus, Gap breaks up with Old Navy, and artwork that can think for itself.","Plus, Gap breaks up with Old Navy, and artwork that can think for itself.","The Week in Business: Trump’s Money Man Talks, and a New Spacecraft Blasts Off","The Week in Business: Trump’s Money Man Talks, and a New Spacecraft Blasts Off",
2019-02-14T15:25:15+0000,The Netherlands created the mascot as part of a set of business resources to avoid having “Brexit get in your way.”,The Netherlands created the mascot as part of a set of business resources to avoid having “Brexit get in your way.”,Beware the Brexit Monster: Dutch Businesses Get a Furry Blue Warning,Questions on Brexit? The Dutch Wondered About a Mascot,
2019-02-10T12:00:00+0000,"Plus, predatory lenders get a boost, and President Trump won’t meet with his counterpart in China — yet.","Plus, predatory lenders get a boost, and President Trump won’t meet with his counterpart in China — yet.","The Week in Business: Jeff Bezos’ Private Texts, and More ‘Fog’ in London","The Week in Business: Jeff Bezos’ Private Texts, and More ‘Fog’ in London",
2019-03-05T00:13:52+0000,The United States is poised to roll back most of its tariffs as part of a trade deal with China but farmers and businesses wonder if the cost of the trade war was worth it.,The United States is poised to roll back most of its tariffs as part of a trade deal with China but farmers and businesses wonder if the cost of the trade war was worth it.,"As Trump Moves to End Trade War With China, Business Asks: Was It Worth It?","As Trump Moves to End Trade War With China, Business Asks: Was It Worth It?",
2019-03-09T17:40:42+0000,"Plus, disappointing job numbers, Mario Batali is officially out of the restaurant business and Brexit approaches peak mayhem.","Plus, disappointing job numbers, Mario Batali is officially out of the restaurant business and Brexit approaches peak mayhem.","The Week in Business: Facebook Wants to Be Your ‘Digital Living Room,’ and Tesla to Unveil the Model Y","The Week in Business: Facebook Wants to Be Your ‘Digital Living Room,’ and Tesla to Unveil the Model Y",
2019-03-26T16:32:18+0000,"In the footsteps of Anthony Bourdain, companies big and small are steering travelers to out-of-the-way eating experiences, while trying not to trample on food traditions.","In the footsteps of Anthony Bourdain, companies big and small are steering travelers to out-of-the-way eating experiences, while trying not to trample on food traditions.","The World on a Plate, and the Business Behind It", On a Trek To Enlighten Taste Buds,
2019-03-18T22:34:37+0000,"Deutsche Bank’s hunger for profits and risk led it to lend Donald Trump more than $2 billion. Once he was elected president, employees were told not to utter his name.","Deutsche Bank’s hunger for profits and risk led it to lend Donald Trump more than $2 billion. Once he was elected president, employees were told not to utter his name.",A Mar-a-Lago Weekend and an Act of God: Trump’s History With Deutsche Bank,A Risky Business In Trump Loans,
2019-02-23T18:40:27+0000,"Plus, what a sneaker says about college sports, and questions about the next step in building wireless networks.","Plus, what a sneaker says about college sports, and questions about the next step in building wireless networks.","The Week in Business: Saudi Arabia Turns East, and Trump and Kim Meet Again","The Week in Business: Saudi Arabia Turns East, and Trump and Kim Meet Again",
2019-01-19T19:00:00+0000,"With some pressing domestic matters, President Trump and Prime Minister Theresa May won’t be heading to Davos. Microsoft was focused on the home front, too. ","With some pressing domestic matters, President Trump and Prime Minister Theresa May won’t be heading to Davos. Microsoft was focused on the home front, too. ","The Week in Business: Government Workers Need a Paycheck, and Brexit Needs a Miracle","The Week in Business: Government Workers Need a Paycheck, and Brexit Needs a Miracle",
2019-01-29T17:15:46+0000,"At the Angoulême International Comics Festival, there was a sense that the best days for comic books may be yet to come — in the French-speaking world, at least.","At the Angoulême International Comics Festival, there was a sense that the best days for comic books may be yet to come — in the French-speaking world, at least.","In France, Comic Books Are Serious Business","In France, Comic Books Are Serious Business",
2019-01-06T12:00:00+0000,The stock market looks rough. Apple shares look rougher. But at least we’re making progress in space!,The stock market looks rough. Apple shares look rougher. But at least we’re making progress in space!,"The Week in Business: Who Wanted a Slow Start to the New Year, Anyway?","The Week in Business: Who Wanted a Slow Start to the New Year, Anyway?",
2019-01-16T10:00:05+0000,"In Virginia, where Republicans and Democrats have embraced pro-business policies, Lee Carter, a socialist delegate, is fighting to change the status quo.","In Virginia, where Republicans and Democrats have embraced pro-business policies, Lee Carter, a socialist delegate, is fighting to change the status quo.",How One Socialist Lawmaker Is Trying to Change His State’s Pro-Business Policies,Challenge to the Status Quo Not Seen Before in Pro-Business Virginia,
2019-02-16T18:51:57+0000,"Plus, tax season brings bad news, and the Fed offers more clues about its change of heart.","Plus, tax season brings bad news, and the Fed offers more clues about its change of heart.","The Week in Business: Amazon Breaks Up With New York, and Warren Buffett Takes Stock","The Week in Business: Amazon Breaks Up With New York, and Warren Buffett Takes Stock",
2019-03-13T21:40:43+0000,Senator Elizabeth Warren has an interesting plan for reform. But it has shortcomings worth considering.,Senator Elizabeth Warren has an interesting plan for reform. But it has shortcomings worth considering.,A Better Way to Break Up Big Tech,"If You Want to Break Up Big Tech, Do It Right",
2019-02-03T12:00:00+0000,"Also, the Fed makes a surprising announcement, and the true cost of the government shutdown.","Also, the Fed makes a surprising announcement, and the true cost of the government shutdown.","The Week in Business: Let the Apple vs. Facebook Battle Begin, and China Goes Soybean Shopping","The Week in Business: Let the Apple vs. Facebook Battle Begin, and China Goes Soybean Shopping",
2019-01-27T12:00:00+0000,"The government shutdown ends (for now), and China comes to the trade talk table.","The government shutdown ends (for now), and China comes to the trade talk table.","The Week in Business: The Shutdown Ends (for Now), and Venezuela Has One More President Than It Needs",,
2019-01-16T11:00:03+0000,"When Adolph S. Ochs bought The New York Times in 1896, there were not many newspapers readers could trust.","When Adolph S. Ochs bought The New York Times in 1896, there were not many newspapers readers could trust.",Impartial Coverage: As Good for Business as It Is for Journalism,A Penny for Our Facts?,
2019-02-23T08:00:04+0000,"I couldn’t read a book, watch a full-length movie or sustain a long conversation. Late last year, I decided enough was enough.","I couldn’t read a book, watch a full-length movie or sustain a long conversation. Late last year, I decided enough was enough.",Do Not Disturb: How I Ditched My Phone and Unbroke My Brain,,
2019-03-01T10:00:12+0000,"In the male-dominated real estate universe, the hard hat can be a hard hat to wear.","In the male-dominated real estate universe, the hard hat can be a hard hat to wear.",The Boss? You’re Looking at Her: 7 Women in the Building Business,The Boss? You’re Looking at Her,
2019-02-19T22:23:32+0000,The inimitable designer behind Chanel and Fendi died on Tuesday.,The inimitable designer behind Chanel and Fendi died on Tuesday.,"Karl Lagerfeld Is Remembered by Designers, Celebrities and Business Titans",Remembering  ‘The Magic  Behind  The Myth’,
2019-03-15T15:27:33+0000,The terrorist attack in New Zealand is shocking on every level — and feels like a first for how unmistakably online it was.,The terrorist attack in New Zealand is shocking on every level — and feels like a first for how unmistakably online it was.,"A Mass Murder of, and for, the Internet",A Shooting Disturbingly Rooted in the Internet,
2019-01-20T23:49:38+0000,"For people who have done business with the president, the protracted fight over the government shutdown reflects a time-tested playbook.","For people who have done business with the president, the protracted fight over the government shutdown reflects a time-tested playbook.","In Business and Governing, Trump Seeks Victory in Chaos","As Mogul and President, Consistent in Chaos",
2019-04-02T00:06:11+0000,"As part of its internal review process, Boeing determined that more work was needed on the update before it was submitted to the F.A.A.","As part of its internal review process, Boeing determined that more work was needed on the update before it was submitted to the F.A.A.",Boeing Fix for 737 Max Software Is Delayed,Boeing Delays Software Update for 737 Max Jets as Planes Remain Grounded,
2019-03-05T03:11:44+0000,"The annual report by Li Keqiang, the No. 2 leader, laid out promises to reduce burdens on the private sector and warned about “struggle” ahead.","The annual report by Li Keqiang, the No. 2 leader, laid out promises to reduce burdens on the private sector and warned about “struggle” ahead.","Facing Slowing Economic Growth, China’s Premier Promises Relief for Business",Beijing Vows Market Cure While China Slows Down,
2019-03-08T14:00:01+0000,The social network has laid out plans for making a shift toward private messaging. Less clear is how it will turn a profit from it.,The social network has laid out plans for making a shift toward private messaging. Less clear is how it will turn a profit from it.,The Week in Tech: Facebook’s Privacy Pivot (Business Model Not Included),Can Facebook Profit From Privacy?,
2019-03-13T15:51:00+0000,"Ivanka Trump wasn’t one of the 81 targets who received a document request from the House Judiciary Committee, but 52 of those letters did seek information on the first daughter.","Ivanka Trump wasn’t one of the 81 targets who received a document request from the House Judiciary Committee, but 52 of those letters did seek information on the first daughter.",House Democrats Target Ivanka Trump (but Through a Side Door),"Democrats Target Ivanka Trump’s Business Interests, Indirectly at Least",
2019-02-05T08:00:04+0000,"Given new veto power over the tax breaks the state lavishes on industry, local officials are starting to say their budget needs come first. Business leaders are aghast.","Given new veto power over the tax breaks the state lavishes on industry, local officials are starting to say their budget needs come first. Business leaders are aghast.","A School Board Says No to Big Oil, and Alarms Sound in Business-Friendly Louisiana",Daring to Say No to Big Oil,
2019-02-06T17:09:06+0000,The delivery app’s practice of counting tips toward guaranteed minimum payments for its contract workers drew accusations of wage theft.,The delivery app’s practice of counting tips toward guaranteed minimum payments for its contract workers drew accusations of wage theft.,"After Uproar, Instacart Backs Off Controversial Tipping Policy",$10.80,
2019-03-16T09:00:06+0000,Sara Tirschwell alleges her boss pressured her into sex. He denies it. Now discovery is underway on her $30 million lawsuit.,Sara Tirschwell alleges her boss pressured her into sex. He denies it. Now discovery is underway on her $30 million lawsuit.,Wall Street Has Been Unscathed by MeToo. Until Now.,"It’s the Biggest #MeToo Case on Wall Street, and Someone Is Lying",
2019-01-12T19:39:08+0000,"Government shutdown fallout is hitting airports hard — also, your grocery store. And European officials are scrambling for a Brexit backup plan.","Government shutdown fallout is hitting airports hard — also, your grocery store. And European officials are scrambling for a Brexit backup plan.","The Week in Business: CBS News Gets Its First Female President, and Theranos Goes Back to Court","The Week in Business: CBS News Gets Its First Female President, and Theranos Goes Back to Court",
2019-01-25T22:28:36+0000,"In public, executives wring their hands over automation’s negative consequences for workers. In private, they talk about how they are racing to automate.","In public, executives wring their hands over automation’s negative consequences for workers. In private, they talk about how they are racing to automate.",The Hidden Automation Agenda of the Davos Elite,The Automation Agenda Hidden by the Davos Elite,
2019-02-08T14:00:05+0000,"Global criticism of the tech industry hasn’t had an impact on the bottom line — at least not yet, writes Kate Conger.","Global criticism of the tech industry hasn’t had an impact on the bottom line — at least not yet, writes Kate Conger.",The Week in Tech: Business Is Booming Despite Backlash,Silicon Valley Is Still Booming Despite Backlash,
2019-01-24T10:00:03+0000,The strangest thing about being a White House reporter during the government shutdown is how much time President Trump is actually spending in the West Wing.,The strangest thing about being a White House reporter during the government shutdown is how much time President Trump is actually spending in the West Wing.,"For Journalists, Covering the Shutdown Is Business as Usual (Kind Of)",Covering the Shutdown Shuffle,
2019-03-05T19:56:54+0000,"Aon, one of the world’s largest insurance brokerages, was served a subpoena late Monday, the first step in an investigation of policies involving President Trump’s family business.","Aon, one of the world’s largest insurance brokerages, was served a subpoena late Monday, the first step in an investigation of policies involving President Trump’s family business.",Trump Organization’s Insurance Policies Under Scrutiny in New York,Trump Businesses Draw  Scrutiny From New York Over Insurance Policies,
2019-02-04T23:41:59+0000,"Google’s parent company, fueled by searches on mobile devices and YouTube’s popularity, continues to have strong financial results.","Google’s parent company, fueled by searches on mobile devices and YouTube’s popularity, continues to have strong financial results.","Alphabet Is in a Tumultuous Time, but the Business Keeps Booming",Alphabet Smashes Expectations Despite Year of Fouls and Fines,
2019-01-24T16:57:30+0000,"With 2,200 observation satellites going into orbit in the next decade, start-ups are trying to use them to churn out financially useful information that could help companies track their rivals.","With 2,200 observation satellites going into orbit in the next decade, start-ups are trying to use them to churn out financially useful information that could help companies track their rivals.",‘Businesses Will Not Be Able to Hide’: Spy Satellites May Give Edge From Above,Tracking the Competition With Spy Satellites,
2019-01-20T17:00:45+0000,The online retail giant is taking advantage of what it knows better than anyone: consumers’ online shopping habits.,The online retail giant is taking advantage of what it knows better than anyone: consumers’ online shopping habits.,Amazon Knows What You Buy. And It’s Building a Big Ad Business From It.,Amazon’s Potent Ad Inroads,
2019-03-21T17:01:22+0000,"Mr. Kushner and Ms. Trump’s use of private email accounts and an unofficial messaging service could violate federal records laws, a House committee chairman said.","Mr. Kushner and Ms. Trump’s use of private email accounts and an unofficial messaging service could violate federal records laws, a House committee chairman said.","Jared Kushner and Ivanka Trump Use Private Accounts for Official Business, Their Lawyer Says",Trump’s Daughter and Son-in-Law Are Accused of Using Private Email,
2019-02-13T22:12:47+0000,The government shutdown and the stock market tumult in 2018 affected the outlook of business owners and consumers alike in January.,The government shutdown and the stock market tumult in 2018 affected the outlook of business owners and consumers alike in January.,Confidence in the Economy Has Faded. Will It Rebound?,Optimism in Economy Wanes. Will It Rally?,
2019-01-07T21:00:07+0000,"The Japanese telecom group is putting $2 billion more into the co-working start-up, bringing its total investment to $10.5 billion.","The Japanese telecom group is putting $2 billion more into the co-working start-up, bringing its total investment to $10.5 billion.",SoftBank Bets Big on WeWork. Again.,SoftBank Makes a Big Bet on WeWork. Again.,
2019-01-31T20:24:00+0000,"Some Chinese couples were charged as much as $100,000 for a birth-tourism package that included housing, nannies and shopping at Gucci, according to the indictments.","Some Chinese couples were charged as much as $100,000 for a birth-tourism package that included housing, nannies and shopping at Gucci, according to the indictments.",3 Arrested in Crackdown on Multimillion-Dollar ‘Birth Tourism’ Businesses,"3 Arrested in Crackdown  Against ‘Birth Tourism,’  A Fast-Growing Industry",
2019-02-01T01:04:30+0000,"The company is compensating for slowing growth in e-commerce by expanding its fast-moving, highly profitable cloud and advertising businesses.","The company is compensating for slowing growth in e-commerce by expanding its fast-moving, highly profitable cloud and advertising businesses.","Amazon’s Sales Growth Slows, Even as Cloud Business Stays Hot","Amazon’s Sales Growth Slows, But Cloud Unit Bolsters Profits",
2019-02-19T08:00:08+0000,What if stemming the tide of misinformation on YouTube means punishing some of its biggest stars?,What if stemming the tide of misinformation on YouTube means punishing some of its biggest stars?,YouTube Unleashed a Conspiracy Theory Boom. Can It Be Contained?,YouTube’s Struggle To Control the Stars Who Sell Conspiracy,
2019-03-15T15:33:47+0000,"Trade wars, budget showdowns or anything else that scares people can spiral into a recession, the economist Austan Goolsbee says. It’s happened before.","Trade wars, budget showdowns or anything else that scares people can spiral into a recession, the economist Austan Goolsbee says. It’s happened before.",You Never Know When a Recession Will Sneak Up on You,"Recession-Spotting, Beyond the Math",
2019-02-20T15:26:33+0000,Marc Martel never thought his vocal resemblance to the Queen frontman “would amount to anything more than a fun karaoke trick.” It’s taken him to “Bohemian Rhapsody” and beyond.,Marc Martel never thought his vocal resemblance to the Queen frontman “would amount to anything more than a fun karaoke trick.” It’s taken him to “Bohemian Rhapsody” and beyond.,He Sounds Just Like Freddie Mercury. And That’s Good for Business.,The Other Ghost in ‘Bohemian Rhapsody’,
2019-01-09T21:06:29+0000,Print is dying but magazines about marijuana are thriving. ,Print is dying but magazines about marijuana are thriving. ,High Times Has Some Glossy New Competition,"Where There’s Smoke, There’s Business",
2019-01-16T10:00:06+0000,"After raising $6 million, the start-up NewsGuard, co-founded by Steve Brill, has signed Microsoft as its first major client. The main goal: to combat the spread of false stories on the internet.","After raising $6 million, the start-up NewsGuard, co-founded by Steve Brill, has signed Microsoft as its first major client. The main goal: to combat the spread of false stories on the internet.",Veterans of the News Business Are Now Fighting Fakes,Media Veterans Devise a New Strategy to Combat Online Fakery,
2019-03-12T15:17:20+0000,A sprawling federal investigation accuses 50 people of involvement in a scheme to get undeserving students into major American universities.,A sprawling federal investigation accuses 50 people of involvement in a scheme to get undeserving students into major American universities.,"Actresses, Business Leaders and Other Wealthy Parents Charged in U.S. College Entry Fraud",U.S. Charges Rich Parents in College Entry Fraud,
2019-01-11T19:24:30+0000,"The brand, KIT, includes affordable wardrobe staples like hoodies, T-shirts and a little black dres.","The brand, KIT, includes affordable wardrobe staples like hoodies, T-shirts and a little black dres.","Kit Keenan, Daughter of Cynthia Rowley, Starts Her Own Fashion Line","For Her, Fashion  Is a Family Business",
2019-01-29T21:46:43+0000,"A Supreme Court ruling that expanded legal betting on sports has produced a gambling gold rush. Now bookmakers, media companies and tech entrepreneurs are rushing in to build out the industry.","A Supreme Court ruling that expanded legal betting on sports has produced a gambling gold rush. Now bookmakers, media companies and tech entrepreneurs are rushing in to build out the industry.","New Jersey Embraces Sports Gambling, and a Billion-Dollar Business Is Born",Sports Betting: An Emerging National Pastime,
2019-03-11T08:30:33+0000,"Tehran has worked hard to deepen its political influence. Now, a visit by the Iranian president highlights efforts to strengthen economic ties.","Tehran has worked hard to deepen its political influence. Now, a visit by the Iranian president highlights efforts to strengthen economic ties.",Iran Tries to Expand Business in Iraq to Blunt U.S. Sanctions,"Iran, Working to Blunt U.S. Sanctions, Deepens Its Economic Ties With Iraq",
2019-01-11T10:00:16+0000,"After making billions of dollars and joining forces with Big Tobacco, Juul is trying to reinvent itself as a public-health crusader.","After making billions of dollars and joining forces with Big Tobacco, Juul is trying to reinvent itself as a public-health crusader.",Juul’s Convenient Smoke Screen,Juul’s Convenient Smoke Screen,
2019-01-31T10:00:13+0000,"Her mysteries set in Australia have international appeal. Her latest, “The Lost Man,” hits American bookstores in February.","Her mysteries set in Australia have international appeal. Her latest, “The Lost Man,” hits American bookstores in February.",Jane Harper Started as a Business Reporter. Now She Writes Novels About Murder.,Unearthing the Details of a Good Murder Mystery,
2019-01-05T10:00:07+0000,"The most consequential hit to the bottom line may be from people, including longtime fans, who are holding on to their phones longer.","The most consequential hit to the bottom line may be from people, including longtime fans, who are holding on to their phones longer.",Apple’s Biggest Problem? My Mom,Apple’s Biggest Problem? Satisfied Moms,
2019-01-17T23:09:41+0000,“Hark” — Sam Lipsyte’s first novel since 2010’s “The Ask” — is a riff-filled skewering of contemporary culture.,“Hark” — Sam Lipsyte’s first novel since 2010’s “The Ask” — is a riff-filled skewering of contemporary culture.,"A Madcap New Novel Bursts With Fake Gurus, Yoga and a Bit of Bone-Marrow Smuggling",Funny Business,
2019-03-24T23:47:18+0000,"Pilots from five airlines gathered in Renton, Wash., on Saturday to review proposed changes to the software of the 737 Max, two of which have crashed.","Pilots from five airlines gathered in Renton, Wash., on Saturday to review proposed changes to the software of the 737 Max, two of which have crashed.","At the 737 Max Factory, Pilots Simulate New Boeing Software",Pilots Help Steer Boeing on 737 Max Fix,
2019-02-05T10:00:11+0000,"Major federal corruption investigations have brought dark clouds to Los Angeles, Chicago, Atlanta and Philadelphia.","Major federal corruption investigations have brought dark clouds to Los Angeles, Chicago, Atlanta and Philadelphia.",‘It’s the Human Way’: Corruption Scandals Play Out in Big Cities Across U.S.,Corruption Scandals Threaten Business as Usual in Big Cities,
2019-02-04T23:13:11+0000,Getting a “throwaway” email for online booking is one tip experts offer. Another: Consider signing up for a credit card only for online purchases.,Getting a “throwaway” email for online booking is one tip experts offer. Another: Consider signing up for a credit card only for online purchases.,"How to Safeguard Your Tech, and Your Money, While Traveling",Tech Precautions for the Road,
2019-03-19T07:00:05+0000,A Harvard study found that executives donate more heavily to Republicans. But the gap is surprising.,A Harvard study found that executives donate more heavily to Republicans. But the gap is surprising.,How Executives Vote With Their Wallets,"For G.O.P., Executives Dig Deep",
2019-02-14T20:50:06+0000,Amazon’s pullout poses a challenge to one of the company’s bedrock beliefs: that being loved by customers is all that matters.,Amazon’s pullout poses a challenge to one of the company’s bedrock beliefs: that being loved by customers is all that matters.,"For Once, Amazon Loses a Popularity Contest","Amazon, Caught Flat-Footed, Chooses Fleeing Over Fighting",
2019-03-06T01:37:22+0000,The dates on newly available checks shed light on the parallel lives Mr. Trump was living — at once managing affairs of state while quietly paying the price of keeping his personal secrets.,The dates on newly available checks shed light on the parallel lives Mr. Trump was living — at once managing affairs of state while quietly paying the price of keeping his personal secrets.,"In the Middle of His Official Business, Trump Took the Time to Send Checks to Michael Cohen","Sway Senators, Pay Fixer: Check Dates Hint at Parallel Lives of a Sitting President",
2019-04-05T18:08:15+0000,"Companies locked in a fierce competition for customers may end up paying people to invest. Low fees are a boon, but watch out, our columnist says: Nothing is really free.","Companies locked in a fierce competition for customers may end up paying people to invest. Low fees are a boon, but watch out, our columnist says: Nothing is really free.",A Price War Has Driven Fund Fees to Zero. They May Be Set to Drop Further.,How Low Can Fund Fees Go? Try Below Zero,
2019-03-08T20:15:03+0000,"The more attention Howard Schultz’s nascent candidacy gets, the greater the likelihood that Starbucks customers will buy their lattes elsewhere, our columnist says.","The more attention Howard Schultz’s nascent candidacy gets, the greater the likelihood that Starbucks customers will buy their lattes elsewhere, our columnist says.",A Risk Starbucks Won’t Mention: Howard Schultz Could Help Trump,A Political Quest Poses Risks for Starbucks,
2019-03-02T00:14:41+0000,Governor Cuomo is right to try to resuscitate a deal that could help New York.,Governor Cuomo is right to try to resuscitate a deal that could help New York.,"Amazon, the Door’s Still Open","Amazon, the Door’s Still Open",
